used_id,tags, HomeTheater, RemoteControls, Accessories&Peripherals, HDMICables, USBCables, SmartTelevisions, WirelessUSBAdapters,Electronics, Cables&Accessories, NetworkAdapters,Computers&Accessories, Televisions, StandardTelevisions,TV&Video,Stands&Turntables, TVMounts, NetworkingDevices, Cables, Accessories, TVWall&CeilingMounts
AF5ILQY4KFDTO5XHHBJ42W5DXCZQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AFBK3X6D3AHEHSYYXPL4L6JEMSLQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AFNB6YVNGE6IT3AWQVSIG2TJ5L3Q,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AGGKMIGXUM3JRNVY7HZ3JHPJ7WTQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AFMECPERM2GI2XQJSBWEPZKODISQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AETPKXNOTUEX5GH7WL7XQHDR5M7Q,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AERFCJ6BOMVO5YW5XM5Z2ESOIK3A,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AGVUE2NFN2MQEOQ4PR525B2ZI5PQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AFO4M4BQ2WS7A3LPKJY45B5C7DYQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AG6CREU25N6P2H7RCHNIU6GGJ5BA,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AHFITGJEF76CXALJZLYP6OIC4EOA,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AG54MN24SX3EMMON4AMBUNL74K3Q,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AF3GETWWBGMLASY2KKNNBS2VO6DQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AHEIPXMFMVWHNPLGUXUIV5XNP2SA,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AFWQRBBVJWYTYUFQHUJE63S6VXJQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Accessories', ' Cables', ' HDMICables']",1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
AFUT7ANZTZYGLXU65EQ2D5OP6UMA,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AGT7YYJVUC6ZHRKQHVUQZMDNLXEA,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AE7OMK3IQJR2U2JZE2HQ4BKSPA6A,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AGCRCU432TIF4J2EL7GBEWOIULGQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AERQBL3BISJQVHO3RLOOA4HKZX5A,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AHIWNZ2HBQAHVE4OWODM6WH4PMOQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AH2347WTE3DZ3TIZUB5LCLZPAYEQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AHIH3QL5XONYJWEXF7VKLFHZBDJA,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AFYR53OTBUX2RNAKUZHUJ4RFJJNQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHR735YWWYFTQI5VGEEYP3DZPB6Q,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEO5NTPVZBDP7EHO2NOJ3Q6QPN3A,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AF7S5C6MJ7XPJ26E3U3Z5TIWHRMA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGY65IJP7XREWO3GUDT46474CYKA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AE2E632GMYL5U2ESNXOX5UT5D34A,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFHE44JRHYO42EGIWNM2GC75ZIJA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEMJJHRL3DAOOLBWHIDSFW56MJWQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHZWJCVEIEI76H2VGMUSN5D735IQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AH2DFUHFTG4CKQFVGZSB4JHXSAWA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGYTSAUTXMOPROERNJPXNEB2XWNQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AF5JWNCDVWTXOFCICR6IYNOEQENQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEEFM3W6RGC2KDYG5B6N7VQXR4QA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGRT55DXEGF2EOL63HOKKKBB2KFA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AF6R7AMFHIWTMNFF6WPGFDOF7Z5A,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEGXNM3XGAHJGUJ7MIFPE7QFMJHA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFA332YHUPB6I7KMME7SOFX5RKQQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AH3LHRL5P4YAVOQQCH72G2PJFXSA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGUUHLF34AIEIOE5KULXXVWKBCMA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHWY6IG3PXBBJMLVFMHHKM25BVCQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEOKB3ECJUM6UQOBFKMEMQVVHL4A,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEYA6LQE25O2P6C7XV62XM3YV2EQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHMKSLALVS62JUHSHAI3FUXWDYYA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFZIZOK5KDBOB5QCHUQRR2ZWUYKA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGBX233C7B7D7YZEL7ZLFWMQKFDQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFKSU4D3IE4KNDBVVBEA3AHDD2YQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHJK4PVBRGDX4N5LYA4EKHULJOPQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFW6NV5N3FUXV3CNUACPSYC5AB3Q,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGOCMOZJWGI5VHFT2RZLTQFZLKPQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGX3GCRGFU4IHAJZRUP655EEGSQA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEG5JOZOUBWEAZOGQQR6YDVPTL6A,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGUQYXAUPX5VOWYZTIWXMUIGVGCQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGHYCMV7RJ5D76UEZDZJPPEUGU5Q,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGKG3U55NSBTQ4QBDCGLUGSEEICA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEK7TJPOW2SWCHCQOA7OEGXDZPCA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AH4QNGP7K2SO6FBWTS4Y274VHV6A,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AH6CX2UTCOW6LXS74QK3TCQOHRIQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AG4T75DAKCNZ6EPYPMKBGV6J54JQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AF4GBAADHEMI3ZLPBAIZWYWN7GJA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGOMXFNBIQBEWLN4JDC65FDPTBDQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHMKXORT3VNMB75C3EUBYMFYELFQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEKJRELVNMICYPOYTKMVF52YX2WQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHQPBXZSJ3XZILPJVXE4BN7ZL26A,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGELSEJKLWPVNPXQ7DGK63PEQF5A,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGGBXJFPXZVOJMMB6MMQOPLCJWGA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEWA5TH6PMRZXMFY5MHCIU2MNFHA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHPDFQLNLMNV5X4QNH6J7IUMREAQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGKQKPUOEC3LQR7GHBQYAHPTU4SA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEQWVGESA7TDGK7KZ4DAJQGYH32A,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AECGAMNNIMW5QOPOBXRYQAKMQGEA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEA5X2W76STDCKVMFZ2WP7H7QFUA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEWMPOUFVOFZ3WMJGHLOYQ7VGUJQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGLVW6SUWTW35HT5AYQR4CKA5IOA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFSU7KWDY4KGQSFFCRXJ4IPJREAQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHS7DI2FACP3P3FNVH7263NLW2TA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AELNHGVCLQTWAEFDH244JJZZSVAQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AF477BP57JM7Z4JD4PYB2K33R6AQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGTDD34Y77OB36JNYQWQDN7MHECQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AG7POKBSWQUO4VOYD4HDWYKMMJ4Q,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFZS6H2ZFJEJHRWIJ3IYL7V6KRPA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHCYM2ECKI2MNOIDHDG4PT6IIN6A,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AECZ4IP3TBM4EUG52BZAOQV3EKIA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AH6RQDXZYKAUPNBOYC4NAZERTFOQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFTVETL4HGH4KRUF4NXGJUEDPBAQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGRVINWECNY7323CWFXZYYIZOFTQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHBAT6VLOXWGYDL57KHCNCLPXAKA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AF7NDY2H6JVYTSQOZP76GCATQ34Q,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFV7ZA733ZLME4KNLZPMPCBUNPPA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHFAAPSY2MJ5HYOU2VQDJ7AQY4NQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AH2WGV2PEBUTICRPBEEVKF24G5LA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AEP4MK3EKOBDKTGPJTRN5RBDIODA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AF2IRSQZKMBGX44YDNUPYRHWXOZQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AF6VSSXOI3Y4PZCNRJ3L27NCXPYA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHQKC4MLLVOPBTKJFDBGTXFRKLYQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGX5ELLH3KJJ4CY2DJJOXDSOEI6Q,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGJ23TWSY6YFMAVSEAOAUEWO4QLQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFOHB4M2RWSUQ3SSZWPMD2FPH6PQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFVHKKOI25DAQSETPL7Z5W5SIVUA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AE55WJERHR4C7SEAIWX4JJHFSZBA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHUH7OYN3LAUATF5EGA575WCDI6A,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFQRX6TAM6CHKARXIXR25X4Y2K2A,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFIAYICSN46TZ373SYU2DLQH7MHQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AE7O44O3ZCU6YCS56X4UBNSMN2DA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AG7KTA6KY5FALZELPIEMQBXP6TYA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AFW2YA3CWHADWVPZJRCSYJJ2O3YA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGOGMKLERURWSCD4RIH53WPEVTWA,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AHXAYZML25KY3YMOTME234UUGWXQ,"['Computers&Accessories', ' Accessories&Peripherals', ' Cables&Accessories', ' Cables', ' USBCables']",0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
AGDOVGWZKEQ3M6DA2GHV6WUZT5SA,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AGEUXHN7U2Q26CM6TFOTW7GZXFXQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AHYXZVXUY3QTBP7IBFIUBSZVH2XQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AGO4OKG6KVBAAE52Q62JBKHRDFFQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AGOARJLTS744KQC3BTKT5KQVOJUA,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AF6XISKAQXTX3Q5RUF2M2VKOJ66A,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AEP6PYK2DLTD5UCMURSUNUE4IE5A,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
AHJSNMHQQWE6LMFRATH5LLJBQQXQ,"['Electronics', ' HomeTheater', 'TV&Video', ' Televisions', ' SmartTelevisions']",1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
